uid,id_tertiaire,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,tagline,director_id,name
15512,monsters_vs_aliens_2009,Monsters vs Aliens,Monsters vs Aliens,2009-03-19,175000000.0,381509870.0,36,6.0,1423,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...","When aliens attack, monsters fight back.",4807,Conrad Vernon
1726,iron_man_2008,Iron Man,Iron Man,2008-04-30,140000000.0,585174222.0,120,7.4,8776,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Heroes aren't born. They're built.,4808,Jon Favreau
44826,hugo_2011,Hugo,Hugo,2011-11-22,170000000.0,185770160.0,32,7.0,2141,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",One of the most legendary directors of our time takes you on an extraordinary adventure.,4809,Martin Scorsese
8487,wild_wild_west_1999,Wild Wild West,Wild Wild West,1999-06-29,170000000.0,222104681.0,40,5.1,1020,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,It's a whole new west.,4776,Barry Sonnenfeld
1735,the_mummy_tomb_of_the_dragon_emperor_2008,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,2008-07-01,145000000.0,401128639.0,60,5.2,1387,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",A New Evil Awakens.,4810,Rob Cohen
297761,suicide_squad_2016,Suicide Squad,Suicide Squad,2016-08-02,175000000.0,745000000.0,90,5.9,7458,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",Worst Heroes Ever,4811,David Ayer
2698,evan_almighty_2007,Evan Almighty,Evan Almighty,2007-06-09,175000000.0,173000000.0,27,5.3,1151,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,A comedy of biblical proportions,4812,Tom Shadyac
137113,edge_of_tomorrow_2014,Edge of Tomorrow,Edge of Tomorrow,2014-05-27,178000000.0,370541256.0,79,7.6,4858,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","Live, Die, Repeat",4813,Doug Liman
9804,waterworld_1995,Waterworld,Waterworld,1995-07-28,175000000.0,264218220.0,44,5.9,992,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",Beyond the horizon lies the secret to a new beginning.,4814,Kevin Reynolds
14869,g_i_joe_the_rise_of_cobra_2009,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,2009-08-04,175000000.0,302469017.0,32,5.6,1962,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.","When all else fails, they don't.",4815,Stephen Sommers
150540,inside_out_2015,Inside Out,Inside Out,2015-06-09,175000000.0,857611174.0,128,8.0,6560,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",Meet the little voices inside your head.,4806,Pete Docter
278927,the_jungle_book_2016,The Jungle Book,The Jungle Book,2016-04-07,175000000.0,966550600.0,94,6.7,2892,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",,4808,Jon Favreau
10138,iron_man_2_2010,Iron Man 2,Iron Man 2,2010-04-28,200000000.0,623933331.0,77,6.6,6849,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.","It's not the armor that makes the hero, but the man inside.",4808,Jon Favreau
58595,snow_white_and_the_huntsman_2012,Snow White and the Huntsman,Snow White and the Huntsman,2012-05-30,170000000.0,396600000.0,77,5.8,3118,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",The Fairytale is Over,4816,Rupert Sanders
102651,maleficent_2014,Maleficent,Maleficent,2014-05-28,180000000.0,758539785.0,110,7.0,4496,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",Don't believe the fairy tale.,4817,Robert Stromberg
119450,dawn_of_the_planet_of_the_apes_2014,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014-06-26,170000000.0,710644566.0,243,7.3,4410,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",One last chance for peace.,4818,Matt Reeves
79698,the_lovers_2015,The Lovers,The Lovers,2015-02-13,27000000.0,,2,4.8,34,"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",Love is longer than life.,4819,Roland Joffé
64686,47_ronin_2013,47 Ronin,47 Ronin,2013-12-06,175000000.0,150962475.0,41,5.9,1326,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",For courage. For loyalty. For honor.,4820,Carl Rinsch
100402,captain_america_the_winter_soldier_2014,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014-03-20,170000000.0,714766572.0,72,7.6,5764,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",In heroes we trust.,4781,Anthony Russo
10192,shrek_forever_after_2010,Shrek Forever After,Shrek Forever After,2010-05-16,165000000.0,752600867.0,44,6.0,1959,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",It ain't Ogre... Til it's Ogre,4821,Mike Mitchell
